County,State,Total Population,Asian Indian,Bangladeshi,Bhutanese,Burmese,Cambodian,Chinese except Taiwanese,Filipino,Hmong,Indonesian,Japanese,Korean,Laotian,Malaysian,Mongolian,Nepalese,Okinawan,Other Asian not specified,Other Asian specified,Pakistani,Sri Lankan,Taiwanese,Thai,Vietnamese
Green Lake County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Greenbrier County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Missouri,,,,,,,1574,,,,,,,,,,,,,,,,,
Greene County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Ohio,,1921,,,,,,,,,,,,,,,,,,,,,,
Greene County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greenlee County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Greensville County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greenup County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Greenville County,South Carolina,,3105,,,,,2568,1658,,,,,,,,,,,,,,,,
Greenwood County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Greenwood County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Greer County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Gregg County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gregory County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grenada County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Griggs County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grimes County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Guadalupe County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Guadalupe County,Texas,,,,,,,,1394,,,,,,,,,,,,,,,,
Guánica Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Guayama Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Guayanilla Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Guaynabo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Guilford County,North Carolina,,5206,,,,,2659,,,,,,,,,,,,,,,,,7232
Gulf County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Gunnison County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Gurabo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Guthrie County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Gwinnett County,Georgia,,26395,,,,,13754,3934,,,,24965,,,,,,,,5174,,,,20995
Haakon County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Habersham County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Haines Borough,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Hale County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Hale County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Halifax County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Halifax County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hall County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,1658
Hall County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Hall County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hamblen County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Indiana,,7700,,,,,5088,,,,,,,,,,,,,,,,,
Hamilton County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Ohio,,7984,,,,,4549,2387,,,,1849,,,,,,,,,,,,
Hamilton County,Tennessee,,2801,,,,,,,,,,,,,,,,,,,,,,
Hamilton County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hamlin County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Hampden County,Massachusetts,,,,,,,2982,,,,,,,,,,,,,,,,,2492
Hampshire County,Massachusetts,,,,,,,3593,,,,,,,,,,,,,,,,,
Hampshire County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hampton city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hampton County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Maine,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hand County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Hanover County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hansford County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hanson County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Haralson County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Hardee County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Hardeman County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hardeman County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County,Kentucky,,,,,,,,,,,,1023,,,,,,,,,,,,
Hardin County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Harding County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Harding County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Hardy County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Harford County,Maryland,,,,,,,,2195,,,,1828,,,,,,,,,,,,
Harlan County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Harlan County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Harmon County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Harnett County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Harney County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Harper County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Harper County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Harris County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Harris County,Texas,,69555,,,,4778,58424,36221,,,7743,13802,,,,,,12936,,24409,,3664,4036,101963
Harrison County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,3114
Harrison County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Harrisonburg city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hart County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Hart County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Hartford County,Connecticut,,21417,,,,,9301,3219,,,,3890,,,,,,2098,,1992,,,,4631
Hartley County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Harvey County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Haskell County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Haskell County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Haskell County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hatillo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii County,Hawaii,,,,,,,20845,41505,,,37466,3991,,,,,,,,,,,,
Hawkins County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hayes County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Hays County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Haywood County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Haywood County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Heard County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Hemphill County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hempstead County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Henderson County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Henderson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Henderson County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Henderson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Henderson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hendricks County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Hendry County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Hennepin County,Minnesota,,23885,,,,2451,14597,5679,21201,,3097,8197,4964,,,,,,,,,,,11511
Henrico County,Virginia,,12494,,,,,4108,2165,,,,2108,,,,,,,,,,,,3363
Henry County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Georgia,,3572,,,,,,,,,,,,,,,,,,,,,,
Henry County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Henry County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Herkimer County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Hernando County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Hertford County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Hettinger County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Hickman County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Hickman County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hickory County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo County,Texas,,,,,,,,4028,,,,,,,,,,,,,,,,
Highland County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Highland County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Highlands County,Florida,,,,,,,,1036,,,,,,,,,,,,,,,,
Hill County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Hill County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hillsborough County,Florida,,23394,,,,,8831,9649,,,2318,4369,,,,,,2935,,,,,1822,8013
Hillsborough County,New Hampshire,,6454,,,,,3030,1444,,,,,,,,,,,,,,,,
Hillsdale County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Hinds County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Hinsdale County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Hitchcock County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Hocking County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Hockley County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hodgeman County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Hoke County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Holmes County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Holmes County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Holmes County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Holt County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Holt County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Honolulu County,Hawaii,,3536,,,,,159067,249217,,,241821,41694,,,,,6241,2153,,,,824,3326,14116
Hood County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hood River County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Hooker County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Hoonah-Angoon Census Area,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Hopewell city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Hopkins County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Hopkins County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hormigueros Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Horry County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Hot Spring County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Hot Springs County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Houghton County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Houston County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Houston County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Houston County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Houston County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Houston County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Maryland,,17645,,,,,11848,4244,,,1928,14232,,,,,,,,4112,,,,2777
Howard County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Howard County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Howell County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Hudson County,New Jersey,,48450,,,,,18253,24049,,,2435,5755,,,,,,2639,,4225,,,,2508
Hudspeth County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Huerfano County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Hughes County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Hughes County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Humacao Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt County,California,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Humphreys County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Humphreys County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Hunt County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hunterdon County,New Jersey,,1902,,,,,1594,,,,,,,,,,,,,,,,,
Huntingdon County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Huntington County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Huron County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Huron County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Hutchinson County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Hutchinson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Hyde County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Hyde County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Iberia Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Iberville Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Ida County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Idaho County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Imperial County,California,,,,,,,,,,,,,,,,,,,,,,,,
Independence County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Indian River County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Indiana County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Ingham County,Michigan,,4875,,,,,6447,,,,895,2342,,,,,,,,,,,,
Inyo County,California,,,,,,,,,,,,,,,,,,,,,,,,
Ionia County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Iosco County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Iowa County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Iowa County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Iredell County,North Carolina,,1817,,,,,,,,,,,,,,,,,,,,,,
Irion County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Iron County,Michigan,,,,,,,,55,,,,,,,,,,,,,,,,
Iron County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Iron County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Iron County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Iroquois County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Irwin County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Isabela Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Isabella County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Isanti County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Island County,Washington,,,,,,,,3388,,,,,,,,,,,,,,,,
Isle of Wight County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Issaquena County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Itasca County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Itawamba County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Izard County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Jack County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Missouri,,2190,,,,,2408,2732,,,,1650,,,,,,,,,,,,3432
Jackson County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
James City County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Jasper County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jay County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Jayuya Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Davis County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Davis County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Alabama,,2968,,,,,2887,,,,,,,,,,,,,,,,,
Jefferson County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Colorado,,,,,,,3946,2225,,,2740,2179,,,,,,,,,,,,4525
Jefferson County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Kentucky,,6588,,,,,2744,2346,,,1206,2266,,,,,,,,,,,,3380
Jefferson County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,4826
Jefferson County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Davis County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Davis Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Parish,Louisiana,,2062,,,,,3235,1692,,,,,,,,,,,,,,,,10574
Jenkins County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jennings County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Jerauld County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Jerome County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Jersey County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Jessamine County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Jewell County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Jim Hogg County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jim Wells County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Jo Daviess County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Indiana,,2402,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Iowa,,1851,,,,,3879,,,,,,,,,,,,,,,,,
Johnson County,Kansas,,11628,,,,,5377,3088,,,1616,2816,,,,,,,,,,,,2533
Johnson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Johnston County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Johnston County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Jones County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Josephine County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Juab County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Juana Díaz Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Judith Basin County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Juncos Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Juneau City and Borough,Alaska,,,,,,,,2438,,,,,,,,,,,,,,,,
Juneau County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Juniata County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Kalamazoo County,Michigan,,2033,,,,,1736,,,,,,,,,,,,,,,,,
Kalawao County,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,
Kalkaska County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Kanabec County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Kanawha County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Kandiyohi County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Kane County,Illinois,,6317,,,,,,7098,,,,1354,,,,,,,,,,,,
Kane County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Kankakee County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Karnes County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Kauai County,Hawaii,,,,,,,5325,23547,,,12259,,,,,,,,,,,,,
